Mod:Item:MetaData, Localized Name
aether_legacy:quicksoil, 快速沙
aether_legacy:icestone, 冷凍石
aether_legacy:ambrosium_ore, 安普洛斯礦
aether_legacy:zanite_ore, 紫晶礦
aether_legacy:gravitite_ore, 重力晶礦
aether_legacy:aether_leaves:0, 天根木樹葉
aether_legacy:aether_leaves:1, 金橡樹樹葉
aether_legacy:aether_log:0, 天根木原木
aether_legacy:aether_log:1, 金橡樹原木
aether_legacy:skyroot_plank, 天根木材
aether_legacy:quicksoil_glass, 快速玻璃
aether_legacy:aerogel, 空氣膠
aether_legacy:enchanted_gravitite, 重力晶方塊
aether_legacy:zanite_block, 紫晶方塊
aether_legacy:berry_bush, 漿果叢
aether_legacy:berry_bush_stem, 天藍漿果莖
aether_legacy:enchanter, 鑄造祭壇
aether_legacy:freezer, 冰箱
aether_legacy:incubator, 孵化器
aether_legacy:dungeon_block:0, 雕刻神聖石磚
aether_legacy:dungeon_block:1, 哨兵神聖石磚
aether_legacy:dungeon_block:2, 天使神聖石磚
aether_legacy:dungeon_block:3, 發光天使神聖石磚
aether_legacy:dungeon_block:4, 獄火神聖石磚
aether_legacy:dungeon_block:5, 發光獄火神聖石磚
aether_legacy:locked_dungeon_block:0, 雕刻神聖石磚
aether_legacy:locked_dungeon_block:1, 哨兵神聖石磚
aether_legacy:locked_dungeon_block:2, 天使神聖石磚
aether_legacy:locked_dungeon_block:3, 發光天使神聖石磚
aether_legacy:locked_dungeon_block:4, 獄火神聖石磚
aether_legacy:locked_dungeon_block:5, 發光獄火神聖石磚
aether_legacy:dungeon_trap:0, 雕刻神聖石磚
aether_legacy:dungeon_trap:1, 哨兵神聖石磚
aether_legacy:dungeon_trap:2, 天使神聖石磚
aether_legacy:dungeon_trap:3, 發光天使神聖石磚
aether_legacy:dungeon_trap:4, 獄火神聖石磚
aether_legacy:dungeon_trap:5, 發光獄火神聖石磚
aether_legacy:aether_portal, 天境傳送門
aether_legacy:ambrosium_torch, 安普洛斯火把
aether_legacy:chest_mimic, 儲物箱怪
aether_legacy:treasure_chest, 地牢寶箱
aether_legacy:purple_flower, 紫色天境花
aether_legacy:white_flower, 白色天境花
aether_legacy:skyroot_sapling, 天根木樹苗
aether_legacy:golden_oak_sapling, 金橡樹樹苗
aether_legacy:crystal_leaves:0, 水晶木樹葉
aether_legacy:crystal_leaves:1, 果實水晶樹葉
aether_legacy:holiday_leaves:0, 節慶樹葉
aether_legacy:holiday_leaves:1, 裝飾節慶樹葉
aether_legacy:present, 禮物
aether_legacy:pillar, 天柱方塊
aether_legacy:pillar_top, 天柱頂方塊
aether_legacy:skyroot_fence, 天根木柵欄
aether_legacy:skyroot_fence_gate, 天根木柵欄門
aether_legacy:carved_wall, 雕刻神聖石牆
aether_legacy:angelic_wall, 天使神聖石牆
aether_legacy:hellfire_wall, 獄火神聖石牆
aether_legacy:holystone_wall, 聖石牆
aether_legacy:holystone_brick_wall, 聖石磚牆
aether_legacy:mossy_holystone_wall, 青苔聖石牆
aether_legacy:aerogel_wall, 空氣膠牆
aether_legacy:carved_stairs, 雕刻神聖石階梯
aether_legacy:angelic_stairs, 天使神聖石階梯
aether_legacy:hellfire_stairs, 獄火神聖石階梯
aether_legacy:skyroot_stairs, 天根木階梯
aether_legacy:mossy_holystone_stairs, 青苔聖石階梯
aether_legacy:holystone_stairs, 聖石階梯
aether_legacy:holystone_brick_stairs, 聖石磚階梯
aether_legacy:aerogel_stairs, 空氣膠階梯
aether_legacy:skyroot_double_slab, 天根木半磚
aether_legacy:carved_double_slab, 雕刻神聖石半磚
aether_legacy:angelic_double_slab, 天使神聖石半磚
aether_legacy:hellfire_double_slab, 獄火神聖石半磚
aether_legacy:holystone_double_slab, 聖石雙層半磚
aether_legacy:mossy_holystone_double_slab, 青苔聖石雙層半磚
aether_legacy:holystone_brick_double_slab, 聖石磚雙層半磚
aether_legacy:aerogel_double_slab, 空氣膠半磚
aether_legacy:skyroot_slab:0, 天根半磚
aether_legacy:carved_slab:0, 雕刻聖石半磚
aether_legacy:angelic_slab:0, 天使聖石半磚
aether_legacy:hellfire_slab:0, 獄火聖石半磚
aether_legacy:holystone_slab:0, 聖石半磚
aether_legacy:mossy_holystone_slab:0, 青苔聖石半磚
aether_legacy:holystone_brick_slab:0, 聖石磚半磚
aether_legacy:aerogel_slab:0, 氣凝膠半磚
aether_legacy:sun_altar, 太陽祭壇
aether_legacy:skyroot_bookshelf, 天根木書櫃
aether_legacy:zanite_gemstone, 紫晶寶石
aether_legacy:ambrosium_shard, 安普洛斯碎片
aether_legacy:golden_amber, 金琥珀
aether_legacy:aechor_petal, 毒箭草花瓣
aether_legacy:swetty_ball, 天境萊姆球
aether_legacy:skyroot_pickaxe, 天根木鎬
aether_legacy:skyroot_axe, 天根木斧
aether_legacy:skyroot_shovel, 天根木鏟
aether_legacy:holystone_pickaxe, 聖石鎬
aether_legacy:holystone_axe, 聖石斧
aether_legacy:holystone_shovel, 聖石鏟
aether_legacy:zanite_pickaxe, 紫晶鎬
aether_legacy:zanite_axe, 紫晶斧
aether_legacy:zanite_shovel, 紫晶鏟
aether_legacy:gravitite_pickaxe, 重力晶鎬
aether_legacy:gravitite_axe, 重力晶斧
aether_legacy:gravitite_shovel, 重力晶鏟
aether_legacy:valkyrie_pickaxe, 女武神鎬
aether_legacy:valkyrie_axe, 女武神斧
aether_legacy:valkyrie_shovel, 女武神鏟
aether_legacy:zanite_helmet, 紫晶頭盔
aether_legacy:zanite_chestplate, 紫晶胸甲
aether_legacy:zanite_leggings, 紫晶護腿
aether_legacy:zanite_boots, 紫晶靴子
aether_legacy:gravitite_helmet, 重力晶頭盔
aether_legacy:gravitite_chestplate, 重力晶胸甲
aether_legacy:gravitite_leggings, 重力晶護腿
aether_legacy:gravitite_boots, 重力晶靴子
aether_legacy:neptune_helmet, 海王星頭盔
aether_legacy:neptune_chestplate, 海王星胸甲
aether_legacy:neptune_leggings, 海王星護腿
aether_legacy:neptune_boots, 海王星靴子
aether_legacy:phoenix_helmet, 不死鳥頭盔
aether_legacy:phoenix_chestplate, 不死鳥胸甲
aether_legacy:phoenix_leggings, 不死鳥護腿
aether_legacy:phoenix_boots, 不死鳥靴子
aether_legacy:obsidian_helmet, 黑曜石頭盔
aether_legacy:obsidian_chestplate, 黑曜石胸甲
aether_legacy:obsidian_leggings, 黑曜石護腿
aether_legacy:obsidian_boots, 黑曜石靴子
aether_legacy:valkyrie_helmet, 女武神頭盔
aether_legacy:valkyrie_chestplate, 女武神胸甲
aether_legacy:valkyrie_leggings, 女武神護腿
aether_legacy:valkyrie_boots, 女武神靴子
aether_legacy:blue_berry, 天藍漿果
aether_legacy:enchanted_blueberry, 附魔漿果
aether_legacy:white_apple, 白蘋果
aether_legacy:gummy_swet:0, 天藍萊姆糖
aether_legacy:gummy_swet:1, 黃金萊姆糖
aether_legacy:healing_stone, 治療之石
aether_legacy:candy_cane, 拐杖糖
aether_legacy:ginger_bread_man, 薑餅人
aether_legacy:skyroot_stick, 天根木棍
aether_legacy:victory_medal, 勝利獎牌
aether_legacy:dungeon_key:0, 青銅鑰匙
aether_legacy:dungeon_key:1, 白銀鑰匙
aether_legacy:dungeon_key:2, 黃金鑰匙
aether_legacy:skyroot_bucket:0, 天根木桶
aether_legacy:skyroot_bucket:1, 天根木水桶
aether_legacy:skyroot_bucket:2, 天根木毒液桶
aether_legacy:skyroot_bucket:3, 天根木淨化液桶
aether_legacy:skyroot_bucket:4, 天根木牛奶桶
aether_legacy:cold_parachute, 冷天雲降落傘
aether_legacy:golden_parachute, 金天雲降落傘
aether_legacy:moa_egg, item.moa_egg.name
aether_legacy:dart_shooter:0, 黃金吹箭管
aether_legacy:dart_shooter:1, 劇毒吹箭管
aether_legacy:dart_shooter:2, 附魔吹箭管
aether_legacy:phoenix_bow, 不死鳥弓
aether_legacy:dart:0, 黃金吹箭
aether_legacy:dart:1, 劇毒吹箭
aether_legacy:dart:2, 附魔吹箭
aether_legacy:skyroot_sword, 天根木劍
aether_legacy:holystone_sword, 聖石劍
aether_legacy:zanite_sword, 紫晶劍
aether_legacy:gravitite_sword, 重力晶劍
aether_legacy:flaming_sword, 熾燃之劍
aether_legacy:lightning_sword, 閃電之劍
aether_legacy:holy_sword, 神聖之劍
aether_legacy:vampire_blade, 吸血鬼之劍
aether_legacy:pig_slayer, 殺豬刀
aether_legacy:candy_cane_sword, 拐杖糖之劍
aether_legacy:notch_hammer, Notch之錘
aether_legacy:leather_gloves, 皮革手套
aether_legacy:iron_gloves, 鐵製手套
aether_legacy:golden_gloves, 黃金手套
aether_legacy:chain_gloves, 鎖鏈手套
aether_legacy:diamond_gloves, 鑽石手套
aether_legacy:zanite_gloves, 紫晶手套
aether_legacy:gravitite_gloves, 重力晶手套
aether_legacy:neptune_gloves, 海王星手套
aether_legacy:phoenix_gloves, 不死鳥手套
aether_legacy:obsidian_gloves, 黑曜石手套
aether_legacy:valkyrie_gloves, 女武神手套
aether_legacy:iron_ring, 鐵製戒指
aether_legacy:golden_ring, 黃金戒指
aether_legacy:zanite_ring, 紫晶戒指
aether_legacy:ice_ring, 冰之戒指
aether_legacy:iron_pendant, 鐵製首飾
aether_legacy:golden_pendant, 黃金首飾
aether_legacy:zanite_pendant, 紫晶首飾
aether_legacy:ice_pendant, 冰之首飾
aether_legacy:red_cape, 紅色披風
aether_legacy:blue_cape, 藍色披風
aether_legacy:yellow_cape, 黃色披風
aether_legacy:white_cape, 白色披風
aether_legacy:swet_cape, 天萊姆披風
aether_legacy:invisibility_cape, 隱形披風
aether_legacy:agility_cape, 敏捷披風
aether_legacy:valkyrie_cape, 女武神披風
aether_legacy:golden_feather, 黃金羽毛
aether_legacy:regeneration_stone, 恢復之石
aether_legacy:iron_bubble, 鐵泡泡
aether_legacy:life_shard, 生命碎片
aether_legacy:cloud_staff, 雲朵權杖
aether_legacy:nature_staff, 自然權杖
aether_legacy:lightning_knife, 雷霆匕首
aether_legacy:valkyrie_lance, 女武神長槍
aether_legacy:sentry_boots, 哨兵靴子
aether_legacy:aether_tune, 天境曲調
aether_legacy:ascending_dawn, 黎明升起
aether_legacy:welcoming_skies, 歡迎天空
aether_legacy:legacy, 遺物
aether_legacy:repulsion_shield, 排斥之盾
aether_legacy:lore_book, 知識之書
aether_legacy:developer_stick, 開發者棒子
aether_legacy:skyroot_bed_item, 天根床
aether_legacy:aether_portal_frame, 天境傳送門框架
apotheosis:hellshelf, 地獄書櫃
apotheosis:prismatic_web, 稜柱形蜘蛛網
apotheosis:null_book, 其他寶典
apotheosis:armor_head_book, 頭盔寶典
apotheosis:armor_chest_book, 胸甲寶典
apotheosis:armor_legs_book, 護腿寶典
apotheosis:armor_feet_book, 鞋子寶典
apotheosis:weapon_book, 武器寶典
apotheosis:digger_book, 礦工寶典
apotheosis:fishing_rod_book, 漁夫寶典
apotheosis:bow_book, 弓寶典
apotheosis:prismatic_altar, 海之祭壇
apotheosis:scrap_tome, 分解寶典
apotheosis:farmers_leash, 終界栓繩
apotheosis:lucky_foot, 幸運的兔子腳
astralsorcery:itemcraftingcomponent:0, 海藍寶石
astralsorcery:itemcraftingcomponent:1, 星輝錠
astralsorcery:itemcraftingcomponent:2, 星塵
astralsorcery:itemcraftingcomponent:3, 玻璃透鏡
astralsorcery:itemcraftingcomponent:4, 共振寶石
astralsorcery:itemcraftingcomponent:5, 羊皮紙
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:itemconstellationpaper:0, 星圖
astralsorcery:iteminfusedglass, 聚能玻璃
astralsorcery:itemrockcrystalsimple:0, 水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemtunedrockcrystal:0, 共鳴水晶石
astralsorcery:itemcelestialcrystal:0, 天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鳴天體水晶石
astralsorcery:itemjournal, 星芒寶典
astralsorcery:itemhandtelescope, 望遠鏡
astralsorcery:itemlinkingtool, 連結器
astralsorcery:itemwand, 共鳴星杖
astralsorcery:itemsextant, 六分儀
astralsorcery:itemilluminationwand, 照明星杖
astralsorcery:itemcoloredlens:0, 彩色透鏡
astralsorcery:itemcoloredlens:1, 彩色透鏡
astralsorcery:itemcoloredlens:2, 彩色透鏡
astralsorcery:itemcoloredlens:3, 彩色透鏡
astralsorcery:itemcoloredlens:4, 彩色透鏡
astralsorcery:itemcoloredlens:5, 彩色透鏡
astralsorcery:itemcoloredlens:6, 彩色透鏡
astralsorcery:itemskyresonator, 匯星共振器
astralsorcery:itemshiftingstar, 更替之星
astralsorcery:itemarchitectwand, 秩序星杖
astralsorcery:itemexchangewand, 轉位星杖
astralsorcery:itemgrapplewand, 衝擊星杖
astralsorcery:itemusabledust:0, 輝光粉
astralsorcery:itemusabledust:1, 暗夜粉
astralsorcery:itemknowledgeshare, 知識共享卷軸
astralsorcery:itemperkseal, 封閉印章
astralsorcery:itemknowledgefragment, 微光卷軸
astralsorcery:itemfragmentcapsule, 閃光星核
astralsorcery:itemperkgem:0, 奧瑞爾寶石
astralsorcery:itemperkgem:1, 伊利姆寶石
astralsorcery:itemperkgem:2, 芙薘姆寶石
astralsorcery:itemcrystalpickaxe, 水晶石鎬
astralsorcery:itemcrystalshovel, 水晶石鏟
astralsorcery:itemcrystalaxe, 水晶石斧
astralsorcery:itemcrystalsword, 水晶石劍
astralsorcery:itemchargedcrystalaxe, 充能水晶石斧
astralsorcery:itemchargedcrystalsword, 充能水晶石劍
astralsorcery:itemchargedcrystalpickaxe, 充能水晶石鎬
astralsorcery:itemchargedcrystalshovel, 充能水晶石鏟
astralsorcery:itemcape, 星斗披風
astralsorcery:itemenchantmentamulet, 璀璨稜鏡
astralsorcery:blockmarblestairs, 大理石階梯
astralsorcery:blockflarelight, 不穩定耀斑
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, 遏制聖杯
astralsorcery:blockbore, 萬象泉
astralsorcery:blockattunementaltar, 共鳴祭壇
astralsorcery:blockattunementrelay, 光波增幅器
astralsorcery:blockwell, 聚星缸
astralsorcery:blockworldilluminator, 洞穴照明器
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, 星能聚合器
astralsorcery:blockrituallink, 效應連結通道
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, 烽火樹
astralsorcery:blocktranslucentblock, 半透明方塊
astralsorcery:blockmapdrawingtable, 群星映射台
astralsorcery:blockcelestialgateway, 天體星門
astralsorcery:blockobservatory, 瞭望台
astralsorcery:blocklens, 透鏡
astralsorcery:blockprism, 稜鏡
astralsorcery:blockmarbleslab:0, 大理石半磚
astralsorcery:blockcustomore:0, 水晶石礦
astralsorcery:blockcustomore:1, 星輝礦
astralsorcery:blockcustomsandore:0, 海藍寶石砂岩
astralsorcery:blockcustomflower:0, 微光莧
astralsorcery:blockmarble:0, 大理石
astralsorcery:blockmarble:1, 大理石磚
astralsorcery:blockmarble:2, 大理石柱
astralsorcery:blockmarble:3, 大理石橫梁
astralsorcery:blockmarble:4, 雕紋大理石
astralsorcery:blockmarble:5, 凹面大理石
astralsorcery:blockmarble:6, 精緻大理石柱
astralsorcery:blockblackmarble:0, 燻黑大理石
astralsorcery:blockblackmarble:1, 燻黑大理石磚
astralsorcery:blockblackmarble:2, 燻黑大理石柱
astralsorcery:blockblackmarble:3, 燻黑大理石橫梁
astralsorcery:blockblackmarble:4, 雕紋燻黑大理石
astralsorcery:blockblackmarble:5, 凹面燻黑大理石
astralsorcery:blockblackmarble:6, 精緻燻黑大理石
astralsorcery:blockinfusedwood:0, 聚星木
astralsorcery:blockinfusedwood:1, 聚星木材
astralsorcery:blockinfusedwood:2, 聚星木柱
astralsorcery:blockinfusedwood:3, 聚星木橫梁
astralsorcery:blockinfusedwood:4, 凹面聚星木
astralsorcery:blockinfusedwood:5, 刻紋聚星木
astralsorcery:blockinfusedwood:6, 拋光聚星木
astralsorcery:blockborehead:0, 納耳狂曼噴口
astralsorcery:blockborehead:1, 費薩利德噴口
astralsorcery:blockmachine:0, 天文望遠鏡
astralsorcery:blockmachine:1, 砂輪
astralsorcery:blockcelestialcrystals:0, 天體水晶簇
astralsorcery:blockcelestialcrystals:1, 天體水晶簇
astralsorcery:blockcelestialcrystals:2, 天體水晶簇
astralsorcery:blockcelestialcrystals:3, 天體水晶簇
astralsorcery:blockcelestialcrystals:4, 天體水晶簇
astralsorcery:blockgemcrystals:0, 寶石水晶簇
astralsorcery:blockgemcrystals:1, 寶石水晶簇
astralsorcery:blockgemcrystals:2, 寶石水晶簇
astralsorcery:blockgemcrystals:3, 寶石水晶簇
astralsorcery:blockgemcrystals:4, 寶石水晶簇
astralsorcery:blockstructural:0, 天文望遠鏡
astralsorcery:blockritualpedestal, 儀式基座
astralsorcery:blockaltar:0, 星輝合成台
astralsorcery:blockaltar:1, 星輝祭壇
astralsorcery:blockaltar:2, 天輝祭壇
astralsorcery:blockaltar:3, 五彩祭壇
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮動水晶
base:wrench, 扳手
betterbuilderswands:wandstone, 石製建築魔杖
betterbuilderswands:wandiron, 鐵製建築魔杖
betterbuilderswands:wanddiamond, 鑽石建築魔杖
betterbuilderswands:wandunbreakable, 無限建築魔仗
blue_skies:turquoise_tallgrass, 綠松草
blue_skies:turquoise_grass, 綠松草地
blue_skies:turquoise_dirt, 綠松泥土
blue_skies:coarse_turquoise_dirt, 綠松粗泥
blue_skies:turquoise_farmland, 綠松耕地
blue_skies:turquoise_stone, 綠松石頭
blue_skies:turquoise_cobblestone, 綠松鵝卵石
blue_skies:mossy_turquoise_cobblestone, 綠松青苔鵝卵石
blue_skies:bluebright_vine, 藍光藤蔓
blue_skies:starlit_vine, 星光藤蔓
blue_skies:frostbright_vine, 白霜藤蔓
blue_skies:bluebright_leaves, 藍光樹葉
blue_skies:bluebright_log, 藍光木
blue_skies:bluebright_planks, 藍光木材
blue_skies:turquoise_stonebrick, 綠松石磚
blue_skies:mossy_turquoise_stonebrick, 綠松青苔鵝卵石磚
blue_skies:cracked_turquoise_stonebrick, 綠松裂石磚
blue_skies:hot_pink_flower, 山茶花
blue_skies:snowbloom, 雪蓮
blue_skies:bluebright_sapling, 藍光樹苗
blue_skies:starlit_sapling, 星光樹苗
blue_skies:frostbright_sapling, 白霜樹苗
blue_skies:raspberry_bush, 樹莓果叢
blue_skies:chilled_lily_pad, 寒冰荷葉
blue_skies:snowcap_mushroom, 雪帽蘑菇
blue_skies:starlit_leaves, 星光樹葉
blue_skies:starlit_log, 星光木
blue_skies:starlit_planks, 星光木材
blue_skies:frostbright_leaves, 白霜樹葉
blue_skies:frostbright_log, 白霜木
blue_skies:frostbright_planks, 白霜木材
blue_skies:bluebright_crafting_table, 藍光木工作檯
blue_skies:starlit_crafting_table, 星光木工作檯
blue_skies:frostbright_crafting_table, 白霜木工作檯
blue_skies:bluebright_chest, 藍光木儲物箱
blue_skies:starlit_chest, 星光木儲物箱
blue_skies:frostbright_chest, 白霜木儲物箱
blue_skies:midnight_sand, 夜冥沙
blue_skies:midnight_sandstone, 夜冥砂岩
blue_skies:chiseled_midnight_sandstone, 浮雕夜冥砂岩
blue_skies:smooth_midnight_sandstone, 平滑夜冥砂岩
blue_skies:everbright_diopside_ore, 透輝石礦
blue_skies:everbright_pyrope_ore, 榴石礦
blue_skies:everbright_turquoise_ore, 綠松石礦
blue_skies:everbright_charoite_ore, 紫龍晶礦
blue_skies:everbright_moonstone_ore, 月石礦
blue_skies:everbright_emerald_ore, 綠寶石礦
blue_skies:falsite_ore, 偽匿礦
blue_skies:ventium_ore, 風騰礦
blue_skies:lunar_tallgrass, 紫月草
blue_skies:lunar_grass, 紫月草地
blue_skies:lunar_dirt, 紫月泥土
blue_skies:coarse_lunar_dirt, 紫月粗泥
blue_skies:lunar_farmland, 紫月耕地
blue_skies:lunar_stone, 紫月石頭
blue_skies:lunar_cobblestone, 紫月鵝卵石
blue_skies:mossy_lunar_cobblestone, 紫月青苔鵝卵石
blue_skies:lunar_leaves, 紫月樹葉
blue_skies:lunar_log, 紫月木
blue_skies:lunar_planks, 紫月木材
blue_skies:lunar_stonebrick, 紫月石磚
blue_skies:mossy_lunar_stonebrick, 紫月青苔鵝卵石磚
blue_skies:cracked_lunar_stonebrick, 紫月裂石磚
blue_skies:moonlit_flower, 月光花
blue_skies:crystal_flower, 水晶花
blue_skies:blaze_bud, 烈焰花
blue_skies:lunar_sapling, 紫月樹苗
blue_skies:dusk_sapling, 黃昏樹苗
blue_skies:maple_sapling, 楓樹苗
blue_skies:baneful_mushroom, 劇毒蘑菇
blue_skies:lunar_crafting_table, 紫月木工作檯
blue_skies:dusk_crafting_table, 黃昏木工作檯
blue_skies:maple_crafting_table, 楓木工作檯
blue_skies:dusk_vine, 黃昏藤蔓
blue_skies:dusk_leaves, 黃昏樹葉
blue_skies:dusk_log, 黃昏木
blue_skies:dusk_planks, 黃昏木材
blue_skies:maple_vine, 楓樹藤蔓
blue_skies:maple_leaves, 楓樹樹葉
blue_skies:maple_log, 楓木原木
blue_skies:maple_planks, 楓木木材
blue_skies:lunar_chest, 紫月木儲物箱
blue_skies:dusk_chest, 黃昏木儲物箱
blue_skies:maple_chest, 楓木儲物箱
blue_skies:crystal_sand, 水晶沙
blue_skies:moonstone_spike_block, 生月石塊
blue_skies:hidden_spike, 暗刺方塊
blue_skies:crystal_sandstone, 水晶砂岩
blue_skies:chiseled_crystal_sandstone, 浮雕水晶砂岩
blue_skies:smooth_crystal_sandstone, 平滑水晶砂岩
blue_skies:decaying_spike, 腐爛尖刺
blue_skies:everdawn_diopside_ore, 透輝石礦
blue_skies:everdawn_pyrope_ore, 榴石礦
blue_skies:everdawn_turquoise_ore, 綠松石礦
blue_skies:everdawn_charoite_ore, 紫龍晶礦
blue_skies:everdawn_moonstone_ore, 月石礦
blue_skies:everdawn_emerald_ore, 綠寶石礦
blue_skies:horizonite_ore, 炎鐵礦
blue_skies:cherry_tallgrass, 櫻草
blue_skies:everbright_cherry_grass, 櫻草地
blue_skies:everdawn_cherry_grass, 櫻草地
blue_skies:cherry_leaves, 櫻桃葉
blue_skies:cherry_log, 櫻桃木
blue_skies:cherry_planks, 櫻桃木材
blue_skies:cherry_sapling, 櫻桃樹苗
blue_skies:cherry_crafting_table, 櫻桃木工作檯
blue_skies:cherry_chest, 櫻桃木儲物箱
blue_skies:cherry_pie, 櫻桃派
blue_skies:nectarine_sapling, 油桃樹苗
blue_skies:nectarine_leaves, 油桃樹葉
blue_skies:igneous_root, 火炎根
blue_skies:charoite_block, 紫龍晶塊
blue_skies:diopside_block, 透輝石塊
blue_skies:pyrope_block, 榴石塊
blue_skies:turquoise_block, 綠松石塊
blue_skies:horizonite_block, 炎鐵方塊
blue_skies:moonstone_block, 月石塊
blue_skies:moonstone, 月石
blue_skies:moonstone_lantern, 月石燈籠
blue_skies:star_flare, 星光耀斑
blue_skies:blue_fire, 藍火
blue_skies:black_fire, 暗焰
blue_skies:upsidedown_blue_fire, 浮空藍火
blue_skies:upsidedown_black_fire, 浮空冥火
blue_skies:crystal_glass, 水晶玻璃
blue_skies:crystal_glass_pane, 水晶玻璃片
blue_skies:midnight_glass, 夜冥玻璃
blue_skies:midnight_glass_pane, 夜冥玻璃片
blue_skies:everbright_portal, 永晝之地傳送門方塊
blue_skies:everdawn_portal, 恆曉之地傳送門方塊
blue_skies:bluebright_door, 藍光木門
blue_skies:starlit_door, 星光木門
blue_skies:frostbright_door, 白霜木門
blue_skies:lunar_door, 紫月木門
blue_skies:dusk_door, 黃昏木門
blue_skies:maple_door, 楓木門
blue_skies:cherry_door, 櫻桃木門
blue_skies:bluebright_bookshelf, 藍光木書櫃
blue_skies:starlit_bookshelf, 星光木書櫃
blue_skies:frostbright_bookshelf, 白霜木書櫃
blue_skies:lunar_bookshelf, 紫月木書櫃
blue_skies:dusk_bookshelf, 黃昏木書櫃
blue_skies:maple_bookshelf, 楓木書櫃
blue_skies:cherry_bookshelf, 櫻桃木書櫃
blue_skies:bluebright_ladder, 藍光木梯子
blue_skies:starlit_ladder, 星光木梯子
blue_skies:frostbright_ladder, 白霜木梯子
blue_skies:lunar_ladder, 紫月木梯子
blue_skies:dusk_ladder, 黃昏木梯子
blue_skies:maple_ladder, 楓木梯子
